,date,open,high,low,close,adjclose,volume,ticker
0,2019-01-01,502.1499938964844,549.0,495.0,539.0,534.9150390625,164348,YPFD.BA
1,2019-01-08,540.0,555.0,520.0,536.5999755859375,532.533203125,436899,YPFD.BA
2,2019-01-15,540.8499755859375,598.0,532.0,596.5,591.979248046875,312922,YPFD.BA
3,2019-01-22,598.5,598.5,561.0499877929688,567.7000122070312,563.3975219726562,464987,YPFD.BA
4,2019-01-29,567.7000122070312,622.0,567.7000122070312,615.6500244140625,610.984130859375,504475,YPFD.BA
5,2019-02-05,620.0,620.0,576.4000244140625,584.5999755859375,580.16943359375,471458,YPFD.BA
6,2019-02-12,585.0999755859375,610.0,585.0999755859375,594.0999755859375,589.597412109375,310954,YPFD.BA
7,2019-02-19,594.0999755859375,603.0,570.0499877929688,578.1500244140625,573.7683715820312,455248,YPFD.BA
8,2019-02-26,585.0,585.0,545.0,550.1500244140625,545.9805297851562,165963,YPFD.BA
9,2019-03-05,550.1500244140625,566.0,501.0,560.7000122070312,556.4505615234375,468980,YPFD.BA
10,2019-03-12,567.0499877929688,589.0,563.0,584.9000244140625,580.4671630859375,338019,YPFD.BA
11,2019-03-19,585.0,597.5,561.0499877929688,580.1500244140625,575.753173828125,540733,YPFD.BA
12,2019-03-26,586.0,620.0,578.0,616.1500244140625,611.4803466796875,388514,YPFD.BA
13,2019-04-02,616.1500244140625,656.5,612.0,652.1500244140625,647.20751953125,305432,YPFD.BA
14,2019-04-09,651.0,657.5,612.0,623.2000122070312,618.4769287109375,432543,YPFD.BA
15,2019-04-16,630.0,640.0,610.0,615.0,610.3390502929688,338500,YPFD.BA
16,2019-04-23,615.0499877929688,641.9000244140625,585.0,586.3499755859375,581.9061279296875,407713,YPFD.BA
17,2019-04-30,605.0,665.0,591.0,659.2000122070312,654.2041015625,334962,YPFD.BA
18,2019-05-07,653.0,700.0,635.0,641.6500244140625,636.787109375,584665,YPFD.BA
19,2019-05-14,645.5,716.0,645.5,699.0999755859375,693.8016357421875,366006,YPFD.BA
20,2019-05-21,705.0,705.0,664.9000244140625,699.4000244140625,694.0994262695312,360283,YPFD.BA
21,2019-05-28,699.4000244140625,716.9500122070312,657.0499877929688,670.25,665.1702880859375,436046,YPFD.BA
22,2019-06-04,678.0,725.4500122070312,662.5,719.0,713.5508422851562,337307,YPFD.BA
23,2019-06-11,720.0499877929688,767.0,712.5499877929688,751.0499877929688,745.35791015625,550437,YPFD.BA
24,2019-06-18,766.0499877929688,784.0,762.0,771.7000122070312,765.8514404296875,467934,YPFD.BA
25,2019-06-25,771.0499877929688,792.0,760.5,784.0,778.0582275390625,622567,YPFD.BA
26,2019-07-02,781.0999755859375,787.9000244140625,760.0,761.0499877929688,755.2821655273438,169759,YPFD.BA
27,2019-07-09,761.0499877929688,779.8499755859375,755.0,764.0499877929688,764.0499877929688,454778,YPFD.BA
28,2019-07-16,777.0,780.0,710.0,717.7999877929688,717.7999877929688,255865,YPFD.BA
29,2019-07-23,720.0499877929688,750.0,713.0,742.6500244140625,742.6500244140625,311502,YPFD.BA
30,2019-07-30,742.6500244140625,747.5,696.0,707.7000122070312,707.7000122070312,321330,YPFD.BA
31,2019-08-06,710.0,765.0,590.0499877929688,631.4500122070312,631.4500122070312,701372,YPFD.BA
32,2019-08-13,653.0,739.0,593.0,600.2000122070312,600.2000122070312,1399409,YPFD.BA
33,2019-08-20,568.9500122070312,575.0,515.0,525.9000244140625,525.9000244140625,915826,YPFD.BA
34,2019-08-27,523.2000122070312,609.0,500.0,594.3499755859375,594.3499755859375,877273,YPFD.BA
35,2019-09-03,534.9500122070312,626.0,488.29998779296875,575.9000244140625,575.9000244140625,2207516,YPFD.BA
36,2019-09-10,590.0,670.0,580.0,630.2000122070312,630.2000122070312,851883,YPFD.BA
37,2019-09-17,624.0,645.0,590.0499877929688,609.5499877929688,609.5499877929688,780104,YPFD.BA
38,2019-09-24,610.0,610.0,576.5,592.4500122070312,592.4500122070312,638411,YPFD.BA
39,2019-10-01,600.0,659.0,593.0499877929688,625.75,625.75,682305,YPFD.BA
40,2019-10-08,624.0,658.0999755859375,607.0,645.8499755859375,645.8499755859375,556251,YPFD.BA
41,2019-10-15,644.0,694.1500244140625,623.5,689.9000244140625,689.9000244140625,972126,YPFD.BA
42,2019-10-22,689.7999877929688,813.5,682.5499877929688,729.9500122070312,729.9500122070312,1267891,YPFD.BA
43,2019-10-29,729.0,794.0,710.0,781.75,781.75,928499,YPFD.BA
44,2019-11-05,789.0,796.0,710.0,715.9500122070312,715.9500122070312,565853,YPFD.BA
45,2019-11-12,720.0,725.0,681.0,708.7999877929688,708.7999877929688,313536,YPFD.BA
46,2019-11-19,706.0,728.0,655.0499877929688,712.9000244140625,712.9000244140625,597611,YPFD.BA
47,2019-11-26,712.9000244140625,725.0,675.0499877929688,705.2000122070312,705.2000122070312,298818,YPFD.BA
48,2019-12-03,705.2000122070312,810.0,676.7999877929688,787.3499755859375,787.3499755859375,663341,YPFD.BA
49,2019-12-10,790.0,800.0,735.0,781.1500244140625,781.1500244140625,659445,YPFD.BA
50,2019-12-17,782.0,840.0,750.0,829.0,829.0,920889,YPFD.BA
51,2019-12-24,829.0,894.8499755859375,829.0,857.2000122070312,857.2000122070312,516406,YPFD.BA
52,2019-12-31,857.2000122070312,870.0,822.7999877929688,860.7999877929688,860.7999877929688,330409,YPFD.BA
53,2020-01-07,863.0,870.0,821.0,852.6500244140625,852.6500244140625,578489,YPFD.BA
54,2020-01-14,853.0499877929688,864.7999877929688,820.0499877929688,853.25,853.25,454102,YPFD.BA
55,2020-01-21,854.9000244140625,854.9000244140625,772.0,794.25,794.25,635883,YPFD.BA
56,2020-01-28,807.0,817.8499755859375,784.5,815.6500244140625,815.6500244140625,385381,YPFD.BA
57,2020-02-04,816.0,845.2000122070312,802.7999877929688,826.2000122070312,826.2000122070312,467828,YPFD.BA
58,2020-02-11,826.2000122070312,829.0,746.5,785.2000122070312,785.2000122070312,377064,YPFD.BA
59,2020-02-18,786.5,794.0,761.5499877929688,767.5,767.5,270514,YPFD.BA
60,2020-02-25,767.5,767.5,638.0499877929688,664.9000244140625,664.9000244140625,1014388,YPFD.BA
61,2020-03-03,684.9500122070312,689.9500122070312,455.0,459.95001220703125,459.95001220703125,1931729,YPFD.BA
62,2020-03-10,505.0,550.0,318.0,353.0,353.0,2618441,YPFD.BA
63,2020-03-17,365.0,365.0,218.64999389648438,319.1000061035156,319.1000061035156,3307865,YPFD.BA
64,2020-03-24,319.1000061035156,409.95001220703125,319.1000061035156,345.5,345.5,1544988,YPFD.BA
65,2020-03-31,345.5,400.0,345.5,392.0,392.0,1221669,YPFD.BA
66,2020-04-07,400.5,408.0,367.0,406.1000061035156,406.1000061035156,1112341,YPFD.BA
67,2020-04-14,415.0,444.6499938964844,380.04998779296875,397.5,397.5,1556654,YPFD.BA
68,2020-04-21,388.8999938964844,404.5,350.0,377.0,377.0,892331,YPFD.BA
69,2020-04-28,393.0,468.1499938964844,392.04998779296875,419.6000061035156,419.6000061035156,1257814,YPFD.BA
70,2020-05-05,423.04998779296875,495.0,418.0,490.0,490.0,1728773,YPFD.BA
71,2020-05-12,515.0,545.0,479.04998779296875,527.25,527.25,1613290,YPFD.BA
72,2020-05-19,530.0,578.9500122070312,520.0,548.5999755859375,548.5999755859375,1096306,YPFD.BA
73,2020-05-26,550.0499877929688,598.0,525.0,590.2000122070312,590.2000122070312,1303900,YPFD.BA
74,2020-06-02,600.0,760.0,595.0,753.0499877929688,753.0499877929688,1945185,YPFD.BA
75,2020-06-09,735.0,750.0,640.0,669.7000122070312,669.7000122070312,1393409,YPFD.BA
76,2020-06-16,681.0,700.0,580.0,608.6500244140625,608.6500244140625,1198690,YPFD.BA
77,2020-06-23,613.0499877929688,625.0,591.0,615.2999877929688,615.2999877929688,637017,YPFD.BA
78,2020-06-30,608.0,679.5,593.0499877929688,671.75,671.75,752103,YPFD.BA
79,2020-07-07,657.9500122070312,700.0,649.0,680.9000244140625,680.9000244140625,495790,YPFD.BA
80,2020-07-14,681.0,755.9500122070312,670.0,754.0,754.0,878063,YPFD.BA
81,2020-07-21,767.0,796.0,748.4500122070312,772.8499755859375,772.8499755859375,1151541,YPFD.BA
82,2020-07-28,769.9500122070312,836.0,720.0499877929688,815.4000244140625,815.4000244140625,960366,YPFD.BA
