,date,open,high,low,close,adjclose,volume,ticker
0,2023-05-02,5080.0,5090.0,4888.0,5006.5,5006.5,217935,YPFD.BA
1,2023-05-03,4966.35009765625,5000.0,4786.0,4795.39990234375,4795.39990234375,305983,YPFD.BA
2,2023-05-04,4850.0,4869.85009765625,4753.0,4768.75,4768.75,284184,YPFD.BA
3,2023-05-05,4841.0,5229.89990234375,4841.0,5202.5498046875,5202.5498046875,322896,YPFD.BA
4,2023-05-08,5217.0,5376.10009765625,5217.0,5312.5498046875,5312.5498046875,229704,YPFD.BA
5,2023-05-09,5288.0,5410.0,5265.0,5340.5,5340.5,162749,YPFD.BA
6,2023-05-10,5350.0,5395.35009765625,5254.89990234375,5280.7001953125,5280.7001953125,202065,YPFD.BA
7,2023-05-11,5218.2998046875,5389.0,5100.0,5375.0,5375.0,251498,YPFD.BA
8,2023-05-12,5390.0,5465.5498046875,5251.0,5311.2001953125,5311.2001953125,394044,YPFD.BA
