,date,open,high,low,close,adjclose,volume,ticker
0,2019-01-01,13.300000190734863,14.75,13.119999885559082,14.529999732971191,14.419402122497559,6002200,YPF
1,2019-01-08,14.630000114440918,14.90999984741211,14.15999984741211,14.609999656677246,14.49879264831543,14043400,YPF
2,2019-01-15,14.710000038146973,15.520000457763672,14.289999961853027,15.399999618530273,15.282779693603516,8324100,YPF
3,2019-01-22,15.149999618530273,15.899999618530273,14.869999885559082,15.359999656677246,15.243083953857422,6181700,YPF
4,2019-01-29,15.529999732971191,16.700000762939453,15.5,16.600000381469727,16.47364616394043,5744600,YPF
5,2019-02-05,16.600000381469727,16.65999984741211,15.220000267028809,15.430000305175781,15.312551498413086,4348100,YPF
6,2019-02-12,15.739999771118164,16.049999237060547,15.430000305175781,15.470000267028809,15.35224723815918,3221400,YPF
7,2019-02-19,15.289999961853027,15.3100004196167,14.529999732971191,14.609999656677246,14.49879264831543,4324900,YPF
8,2019-02-26,14.59000015258789,14.850000381469727,13.260000228881836,13.3100004196167,13.208688735961914,5902700,YPF
9,2019-03-05,13.34000015258789,13.649999618530273,12.050000190734863,13.630000114440918,13.526252746582031,13898600,YPF
10,2019-03-12,13.75,14.949999809265137,13.649999618530273,14.6899995803833,14.578184127807617,8276900,YPF
11,2019-03-19,14.710000038146973,14.800000190734863,13.630000114440918,13.84000015258789,13.734654426574707,7600700,YPF
12,2019-03-26,13.960000038146973,14.479999542236328,13.239999771118164,14.449999809265137,14.340010643005371,8013800,YPF
13,2019-04-02,14.470000267028809,15.079999923706055,14.260000228881836,15.069999694824219,14.955291748046875,6710400,YPF
14,2019-04-09,15.010000228881836,15.140000343322754,14.550000190734863,14.9399995803833,14.82628059387207,6424700,YPF
15,2019-04-16,14.949999809265137,15.100000381469727,14.319999694824219,14.40999984741211,14.300314903259277,4821500,YPF
16,2019-04-23,14.510000228881836,14.949999809265137,12.680000305175781,13.220000267028809,13.119373321533203,11014700,YPF
17,2019-04-30,13.25,14.8100004196167,13.180000305175781,14.6899995803833,14.578184127807617,8077700,YPF
18,2019-05-07,14.5,15.239999771118164,14.039999961853027,14.039999961853027,13.93313217163086,8700600,YPF
19,2019-05-14,14.149999618530273,15.859999656677246,14.0600004196167,15.350000381469727,15.233160972595215,9057800,YPF
20,2019-05-21,15.489999771118164,15.510000228881836,14.609999656677246,15.40999984741211,15.292703628540039,8627900,YPF
21,2019-05-28,15.420000076293945,16.010000228881836,14.550000190734863,14.970000267028809,14.856053352355957,35165800,YPF
22,2019-06-04,15.050000190734863,16.190000534057617,14.710000038146973,16.1299991607666,16.00722312927246,7519500,YPF
23,2019-06-11,16.229999542236328,17.690000534057617,15.970000267028809,17.280000686645508,17.148469924926758,13530400,YPF
24,2019-06-18,17.549999237060547,18.34000015258789,17.5,18.229999542236328,18.091238021850586,8679400,YPF
25,2019-06-25,18.200000762939453,18.729999542236328,18.0,18.5,18.35918426513672,6992700,YPF
26,2019-07-02,18.5,18.540000915527344,17.719999313354492,18.1299991607666,17.99199867248535,3782600,YPF
27,2019-07-09,17.889999389648438,18.600000381469727,17.860000610351562,18.09000015258789,17.95230484008789,4555400,YPF
28,2019-07-16,18.079999923706055,18.299999237060547,16.799999237060547,16.989999771118164,16.989999771118164,6199800,YPF
29,2019-07-23,17.1200008392334,17.270000457763672,16.43000030517578,16.940000534057617,16.940000534057617,4785400,YPF
30,2019-07-30,16.770000457763672,16.8799991607666,15.010000228881836,15.479999542236328,15.479999542236328,5737600,YPF
31,2019-08-06,15.699999809265137,17.030000686645508,10.260000228881836,11.0,11.0,26632000,YPF
32,2019-08-13,11.529999732971191,11.899999618530273,9.680000305175781,9.779999732971191,9.779999732971191,24476900,YPF
33,2019-08-20,10.109999656677246,10.149999618530273,9.270000457763672,9.420000076293945,9.420000076293945,13342900,YPF
34,2019-08-27,9.489999771118164,9.5,8.180000305175781,8.5600004196167,8.5600004196167,33589000,YPF
35,2019-09-03,8.949999809265137,10.069999694824219,8.039999961853027,8.90999984741211,8.90999984741211,58565700,YPF
36,2019-09-10,8.960000038146973,9.279999732971191,8.539999961853027,8.970000267028809,8.970000267028809,16715400,YPF
37,2019-09-17,8.9399995803833,9.390000343322754,8.510000228881836,8.989999771118164,8.989999771118164,11841400,YPF
38,2019-09-24,8.859999656677246,9.600000381469727,8.75,9.25,9.25,7993700,YPF
39,2019-10-01,9.289999961853027,9.800000190734863,8.930000305175781,9.5,9.5,8144200,YPF
40,2019-10-08,9.420000076293945,9.739999771118164,9.09000015258789,9.130000114440918,9.130000114440918,8699000,YPF
41,2019-10-15,9.149999618530273,9.40999984741211,9.0,9.25,9.25,5992000,YPF
42,2019-10-22,9.260000228881836,9.5600004196167,8.770000457763672,9.020000457763672,9.020000457763672,11735800,YPF
43,2019-10-29,8.930000305175781,10.020000457763672,8.800000190734863,9.75,9.75,12327400,YPF
