,date,open,high,low,close,adjclose,volume,ticker
0,2023-01-02,3150.0,3308.949951171875,3150.0,3295.0,3295.0,127546,YPFD.BA
1,2023-01-03,3208.949951171875,3255.14990234375,2960.0,2998.0,2998.0,443445,YPFD.BA
2,2023-01-04,3060.0,3060.0,2941.0,3000.0,3000.0,261037,YPFD.BA
3,2023-01-05,2985.0,3204.949951171875,2985.0,3180.5,3180.5,304472,YPFD.BA
4,2023-01-06,3220.0,3317.0,3210.0,3237.0,3237.0,262102,YPFD.BA
5,2023-01-09,3250.0,3300.0,3160.75,3273.0,3273.0,255496,YPFD.BA
6,2023-01-10,3265.0,3295.0,3200.0,3244.0,3244.0,113495,YPFD.BA
7,2023-01-11,3251.0,3330.0,3214.60009765625,3315.0,3315.0,178146,YPFD.BA
8,2023-01-12,3308.10009765625,3639.89990234375,3308.0,3605.0,3605.0,381762,YPFD.BA
9,2023-01-13,3558.0,3928.0,3507.0,3870.0,3870.0,375449,YPFD.BA
10,2023-01-16,3880.0,4074.0,3880.0,4028.0,4028.0,215082,YPFD.BA
11,2023-01-17,4008.5,4375.35009765625,4000.0,4350.0498046875,4350.0498046875,396572,YPFD.BA
12,2023-01-18,4450.0,4600.0,3980.0,4016.0,4016.0,584143,YPFD.BA
13,2023-01-19,3975.0,4018.0,3760.0,4010.0,4010.0,601731,YPFD.BA
14,2023-01-20,4102.0,4380.5,4102.0,4285.0,4285.0,395674,YPFD.BA
15,2023-01-23,4350.0,4600.0498046875,4289.64990234375,4366.0,4366.0,525204,YPFD.BA
16,2023-01-24,4401.0,4420.0,4200.0,4374.0,4374.0,293716,YPFD.BA
17,2023-01-25,4329.5,4437.0,4190.0,4409.0,4409.0,304162,YPFD.BA
18,2023-01-26,4430.0,4490.0,4336.0,4416.0,4416.0,210527,YPFD.BA
19,2023-01-27,4490.0,4490.0,4270.0,4283.0,4283.0,259657,YPFD.BA
20,2023-01-30,4258.0,4327.64990234375,4058.0,4146.9501953125,4146.9501953125,186195,YPFD.BA
21,2023-01-31,4212.0,4415.0,4136.0,4394.0,4394.0,313057,YPFD.BA
22,2023-02-01,4400.0,4480.0,4136.0498046875,4287.0,4287.0,275316,YPFD.BA
23,2023-02-02,4350.0,4387.0,4119.60009765625,4130.0,4130.0,221278,YPFD.BA
24,2023-02-03,4251.0,4320.0,4115.0,4119.0,4119.0,201765,YPFD.BA
25,2023-02-06,4150.0,4200.0,4021.35009765625,4165.0,4165.0,141240,YPFD.BA
26,2023-02-07,4210.0,4340.0,4175.0,4235.0,4235.0,168949,YPFD.BA
27,2023-02-08,4250.0,4369.9501953125,4155.0,4250.0,4250.0,159283,YPFD.BA
28,2023-02-09,4240.0,4299.0,4147.0,4182.5,4182.5,147422,YPFD.BA
29,2023-02-10,4196.35009765625,4356.0,4196.0,4283.0,4283.0,167574,YPFD.BA
30,2023-02-13,4321.0,4604.75,4250.0,4503.0498046875,4503.0498046875,318156,YPFD.BA
31,2023-02-14,4500.0,4580.0,4390.0,4496.9501953125,4496.9501953125,210856,YPFD.BA
32,2023-02-15,4488.0,4529.0,4290.0,4420.0,4420.0,213728,YPFD.BA
33,2023-02-16,4448.0,4650.0,4380.0498046875,4415.0,4415.0,308589,YPFD.BA
34,2023-02-17,4409.0,4409.0,4120.0,4205.0,4205.0,345989,YPFD.BA
35,2023-02-22,4284.0,4284.0,4141.0,4170.2001953125,4170.2001953125,194208,YPFD.BA
36,2023-02-23,4227.0,4329.0,4226.0,4324.0,4324.0,177644,YPFD.BA
37,2023-02-24,4309.0,4380.0,4210.0,4351.0,4351.0,140411,YPFD.BA
38,2023-02-27,4400.0,4485.0,4365.0,4465.0,4465.0,164366,YPFD.BA
39,2023-02-28,4461.0,4519.9501953125,4270.0,4358.5,4358.5,173134,YPFD.BA
40,2023-03-01,4395.0,4454.0,4265.7998046875,4438.0,4438.0,216235,YPFD.BA
41,2023-03-02,4452.7998046875,4460.0,4345.0,4345.0,4345.0,124278,YPFD.BA
42,2023-03-03,4360.0,4460.0,4280.0,4430.0498046875,4430.0498046875,177442,YPFD.BA
43,2023-03-06,4425.0,4777.4501953125,4415.0,4740.0,4740.0,391180,YPFD.BA
44,2023-03-07,4780.0,4820.0,4390.0,4458.0,4458.0,592363,YPFD.BA
45,2023-03-08,4512.0,4569.35009765625,4440.0,4545.0,4545.0,280231,YPFD.BA
46,2023-03-09,4599.0,4753.14990234375,4515.0,4534.89990234375,4534.89990234375,308242,YPFD.BA
47,2023-03-10,4599.0,4641.0,4200.0,4210.0,4210.0,677657,YPFD.BA
48,2023-03-13,4140.5,4170.0,3895.0,3923.300048828125,3923.300048828125,564910,YPFD.BA
49,2023-03-14,4051.449951171875,4140.10009765625,3843.5,3874.199951171875,3874.199951171875,465331,YPFD.BA
50,2023-03-15,3600.0,3718.35009765625,3570.0,3686.25,3686.25,595472,YPFD.BA
51,2023-03-16,3694.0,3881.0,3620.0,3842.949951171875,3842.949951171875,487559,YPFD.BA
52,2023-03-17,3770.449951171875,3794.14990234375,3664.14990234375,3682.449951171875,3682.449951171875,296871,YPFD.BA
53,2023-03-20,3752.0,3830.35009765625,3690.0,3690.5,3690.5,272678,YPFD.BA
54,2023-03-21,3841.0,4000.0,3821.0,3946.699951171875,3946.699951171875,463821,YPFD.BA
55,2023-03-22,3938.050048828125,4020.449951171875,3840.0,3888.0,3888.0,216986,YPFD.BA
